"Name","DistinguishedName","OperatingSystem","OperatingSystemServicePack","OperatingSystemVersion"
"CO-RAZ-WN-01","CN=CO-RAZ-WN-01,OU=Computers_RAZ,OU=Development,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 8 Профессиональная",,"6.2 (9200)"
"CO-HR-WW-11","CN=CO-HR-WW-11,OU=Temporarily disabled,OU=Disabled Computers,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"REG-SAL-WN-09","CN=REG-SAL-WN-09,OU=computers,OU=Regional managers,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"dc-fs-cl01","CN=dc-fs-cl01,OU=Potentially disabled,OU=Disabled Computers,DC=domain,DC=local",,,
"CO-COM-WW-90","CN=CO-COM-WW-90,OU=Computers_COM,OU=Commercial,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"CO-IT-WW-WSUSXP","CN=CO-IT-WW-WSUSXP,OU=Permanently disabled,OU=Disabled Computers,DC=domain,DC=local","Windows XP Professional","Service Pack 3","5.1 (2600)"
"DC-SAP-BD1","CN=DC-SAP-BD1,OU=SAP,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2008 R2 Enterprise","Service Pack 1","6.1 (7601)"
"SPB8-MED-WW-01","CN=SPB8-MED-WW-01,OU=Saint_Peterburg8,OU=Sankt-Peterburg-2,OU=Sankt-Peterburg - Tsentr - Sever,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"CO-IT-WW-GD","CN=CO-IT-WW-GD,OU=Computers_IT,OU=Informational Technologies,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"DC-SAP-APP","CN=DC-SAP-APP,OU=SAP,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2008 R2 Standard","Service Pack 1","6.1 (7601)"
"DC-SAP-BS01","CN=DC-SAP-BS01,OU=SAP,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2008 R2 Enterprise","Service Pack 1","6.1 (7601)"
"TGN1-DIR-WW-01","CN=TGN1-DIR-WW-01,OU=Taganrog1,OU=Iug-2,OU=Iug,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"DC-SAP-BO0","CN=DC-SAP-BO0,OU=SAP,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2008 R2 Enterprise","Service Pack 1","6.1 (7601)"
"CO-HR-WW-03","CN=CO-HR-WW-03,OU=Temporarily disabled,OU=Disabled Computers,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"co-nas02","CN=co-nas02,OU=File Servers,OU=M1 Servers,OU=Member servers,DC=domain,DC=local",,,
"DC-SAP-XD1","CN=DC-SAP-XD1,OU=SAP,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2008 R2 Enterprise","Service Pack 1","6.1 (7601)"
"TUL3-POS","CN=TUL3-POS,OU=Tula3,OU=Tsentr-1,OU=Moskva-Tsentr,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows Server 2008 R2 Standard","Service Pack 1","6.1 (7601)"
"SPOINT","CN=SPOINT,OU=Permanently disabled,OU=Disabled Computers,DC=domain,DC=local","Windows Server 2008 R2 Standard","Service Pack 1","6.1 (7601)"
"FS-CLUSTER","CN=FS-CLUSTER,OU=Potentially disabled,OU=Disabled Computers,DC=domain,DC=local","Windows Server 2012 R2 Standard",,"6.3 (9600)"
"Modis","CN=Modis,OU=Potentially disabled,OU=Disabled Computers,DC=domain,DC=local",,,
"DC-SAP-RP","CN=DC-SAP-RP,OU=SAP,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2008 R2 Enterprise","Service Pack 1","6.1 (7601)"
"CO-COM-WN-16","CN=CO-COM-WN-16,OU=Temporarily disabled,OU=Disabled Computers,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"DC-SAP-DS1","CN=DC-SAP-DS1,OU=SAP,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2008 R2 Enterprise","Service Pack 1","6.1 (7601)"
"NAL1-KLAD-WW-01","CN=NAL1-KLAD-WW-01,OU=Nalchik1,OU=Iug-3,OU=Iug,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"DC-SAP-BPJ","CN=DC-SAP-BPJ,OU=SAP,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2008 R2 Enterprise","Service Pack 1","6.1 (7601)"
"TOL4-POS","CN=TOL4-POS,OU=Toljatti4,OU=Povolzhe-1,OU=Volga,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows Server 2008 R2 Standard","Service Pack 1","6.1 (7601)"
"DC-SAP-PQ1","CN=DC-SAP-PQ1,OU=SAP,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2008 R2 Enterprise","Service Pack 1","6.1 (7601)"
"CO-SKUD","CN=CO-SKUD,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2008 R2 Standard","Service Pack 1","6.1 (7601)"
"DC-SQL01","CN=DC-SQL01,OU=Potentially disabled,OU=Disabled Computers,DC=domain,DC=local","Windows Server 2008 R2 Enterprise","Service Pack 1","6.1 (7601)"
"CO-MAR-WW-25","CN=CO-MAR-WW-25,OU=Computers_MAR,OU=Marketing,OU=Trade,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"REU2-KLAD-WW-01","CN=REU2-KLAD-WW-01,OU=Reutov2,OU=Moskva - 2,OU=Moskva-Tsentr,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"ULK1-DIR-WW-01","CN=ULK1-DIR-WW-01,OU=Ulyanovsk1,OU=Povolzhe-2,OU=Volga,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"TAM3-KLAD-WW-02","CN=TAM3-KLAD-WW-02,OU=Tambov3,OU=Chernozeme,OU=Moskva-Tsentr,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"MOS4-KASS-WW-01","CN=MOS4-KASS-WW-01,OU=Moscow4,OU=Moskva - 2,OU=Moskva-Tsentr,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"DC-SAP-FSP","CN=DC-SAP-FSP,OU=SAP,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2008 R2 Standard","Service Pack 1","6.1 (7601)"
"CO-IT-WW-68","CN=CO-IT-WW-68,OU=Computers_IT,OU=Informational Technologies,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"DC-TEMP-POS01","CN=DC-TEMP-POS01,OU=SAP,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2008 R2 Standard","Service Pack 1","6.1 (7601)"
"CO-COM-WW-118","CN=CO-COM-WW-118,OU=Computers_COM,OU=Commercial,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"DC-PAGESCOPE01","CN=DC-PAGESCOPE01,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2012 R2 Standard",,"6.3 (9600)"
"krs3-klad-ww-01","CN=krs3-klad-ww-01,OU=Kursk3,OU=Tsentr-1,OU=Moskva-Tsentr,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"REG-MERCH-WN05","CN=REG-MERCH-WN05,OU=computers,OU=Regional managers,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"CO-IT-PRSM-1","CN=CO-IT-PRSM-1,OU=Permanently disabled,OU=Disabled Computers,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"CO-COM-WW-115","CN=CO-COM-WW-115,OU=Computers_COM,OU=Commercial,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"DC-MEDIA01","CN=DC-MEDIA01,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2008 R2 Standard","Service Pack 1","6.1 (7601)"
"D2-HD-FS03","CN=D2-HD-FS03,OU=8M Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2012 R2 Standard",,"6.3 (9600)"
"CO-IT-PRSM-2","CN=CO-IT-PRSM-2,OU=Computers_IT,OU=Informational Technologies,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"CO-1C","CN=CO-1C,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2008 R2 Standard","Service Pack 1","6.1 (7601)"
"DC-SAP-TST","CN=DC-SAP-TST,OU=SAP,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2008 R2 Enterprise","Service Pack 1","6.1 (7601)"
"DC-VM-SP","CN=DC-VM-SP,OU=SAP,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2008 R2 Standard","Service Pack 1","6.1 (7601)"
"CO-LOG-WW-12","CN=CO-LOG-WW-12,OU=Computers_LOG,OU=Logistics,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"CO-COM-WW-05","CN=CO-COM-WW-05,OU=Computers_COM,OU=Commercial,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"IZH2-MAN-COMP","CN=IZH2-MAN-COMP,OU=Izhevsk2,OU=Povolzhe-2,OU=Volga,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"D2-HD-FS01","CN=D2-HD-FS01,OU=8M Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2012 R2 Standard",,"6.3 (9600)"
"DC-RMS01","CN=DC-RMS01,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2012 R2 Standard",,"6.3 (9600)"
"DC-TEST-ORA01","CN=DC-TEST-ORA01,OU=Temporarily disabled,OU=Disabled Computers,DC=domain,DC=local","Windows Server 2008 R2 Standard","Service Pack 1","6.1 (7601)"
"DC-POS-OLD","CN=DC-POS-OLD,OU=Potentially disabled,OU=Disabled Computers,DC=domain,DC=local","Windows Server 2012 R2 Standard",,"6.3 (9600)"
"TOL4-KLAD-WW-02","CN=TOL4-KLAD-WW-02,OU=Toljatti4,OU=Povolzhe-1,OU=Volga,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"VLG2-POS","CN=VLG2-POS,OU=Vologda2,OU=Tsentr-Sever,OU=Sankt-Peterburg - Tsentr - Sever,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows Server 2008 R2 Enterprise","Service Pack 1","6.1 (7601)"
"D2-HD-FS02","CN=D2-HD-FS02,OU=8M Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2012 R2 Standard",,"6.3 (9600)"
"KLI1-KLAD-WW-01","CN=KLI1-KLAD-WW-01,OU=Klin1,OU=Moskva - 1,OU=Moskva-Tsentr,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"DC-SAP-RD","CN=DC-SAP-RD,OU=SAP,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2008 R2 Enterprise","Service Pack 1","6.1 (7601)"
"DC-3PAR-SR02","CN=DC-3PAR-SR02,OU=Potentially disabled,OU=Disabled Computers,DC=domain,DC=local","Windows Server 2012 R2 Standard",,"6.3 (9600)"
"DC-SAP-BO2","CN=DC-SAP-BO2,OU=SAP,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2008 R2 Enterprise","Service Pack 1","6.1 (7601)"
"DC-ALTA01","CN=DC-ALTA01,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2012 R2 Standard",,"6.3 (9600)"
"MOS7-MED-WW-01","CN=MOS7-MED-WW-01,OU=Moscow7,OU=Moskva - 3,OU=Moskva-Tsentr,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"DC-AVS","CN=DC-AVS,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2008 R2 Standard","Service Pack 1","6.1 (7601)"
"REG-SAL-WN-34","CN=REG-SAL-WN-34,OU=computers,OU=Regional managers,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"REG-SAL-WN-18","CN=REG-SAL-WN-18,OU=computers,OU=Regional managers,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"REG-SAL-WN-02","CN=REG-SAL-WN-02,OU=computers,OU=Regional managers,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"hp-reg-brekhova","CN=hp-reg-brekhova,OU=computers,OU=Regional managers,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"CO-BUH-WW-30","CN=CO-BUH-WW-30,OU=Temporarily disabled,OU=Disabled Computers,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"CO-COM-WW-70","CN=CO-COM-WW-70,OU=Temporarily disabled,OU=Disabled Computers,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"REG-SAL-WN-21","CN=REG-SAL-WN-21,OU=Computers_HR,OU=Human Resources,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"CO-RAZ-WN-14","CN=CO-RAZ-WN-14,OU=Computers_RAZ,OU=Development,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"CO-FIN-WW-01","CN=CO-FIN-WW-01,OU=Computers_FIN,OU=Treasury,OU=Financial,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"CO-OTD-WN-NUM","CN=CO-OTD-WN-NUM,OU=Temporarily disabled,OU=Disabled Computers,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"CO-COM-WW-08","CN=CO-COM-WW-08,OU=Computers_COM,OU=Commercial,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"CO-ADM-WN-24","CN=CO-ADM-WN-24,OU=Computers_ADM,OU=Management,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"CO-MAR-WN-05","CN=CO-MAR-WN-05,OU=Computers_MAR,OU=Marketing,OU=Trade,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"REG-SAL-WN-14","CN=REG-SAL-WN-14,OU=computers,OU=Regional managers,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"REG-SAL-WN-17","CN=REG-SAL-WN-17,OU=computers,OU=Regional managers,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"CO-COM-WN-48","CN=CO-COM-WN-48,OU=Computers_COM,OU=Commercial,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 8.1 Профессиональная",,"6.3 (9600)"
"REG-SAL-WN-13","CN=REG-SAL-WN-13,OU=computers,OU=Regional managers,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"KRN1-POS","CN=KRN1-POS,OU=Kurgan1,OU=Ural-2,OU=Sibir - Ural,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows Server 2008 R2 Standard","Service Pack 1","6.1 (7601)"
"CO-RAZ-WW-28","CN=CO-RAZ-WW-28,OU=Temporarily disabled,OU=Disabled Computers,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"REG-MERCH-WN-03","CN=REG-MERCH-WN-03,OU=Krasnodar4,OU=Iug-1,OU=Iug,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"CO-COM-WW-35","CN=CO-COM-WW-35,OU=Computers_COM,OU=Commercial,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"CO-ADM-WW-04","CN=CO-ADM-WW-04,OU=Computers_ADM,OU=Administration_support,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"SPB4-KADR-WW-01","CN=SPB4-KADR-WW-01,OU=Saint_Peterburg4,OU=Sankt-Peterburg-1,OU=Sankt-Peterburg - Tsentr - Sever,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"REG-MERCH-WN-04","CN=REG-MERCH-WN-04,OU=computers,OU=Regional managers,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"KSD2-DIR-WW-01","CN=KSD2-DIR-WW-01,OU=Krasnodar2,OU=Iug-1,OU=Iug,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"REG-SAL-WN-12","CN=REG-SAL-WN-12,OU=computers,OU=Regional managers,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"CO-IT-WW-18","CN=CO-IT-WW-18,OU=Computers_IT,OU=Informational Technologies,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"CO-LOG-WN-04","CN=CO-LOG-WN-04,OU=Potentially disabled,OU=Disabled Computers,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"co-nas03","CN=co-nas03,OU=File Servers,OU=M1 Servers,OU=Member servers,DC=domain,DC=local",,,
"DC-SAP-BS02","CN=DC-SAP-BS02,OU=SAP,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2008 R2 Enterprise","Service Pack 1","6.1 (7601)"
"CO-IT-WW-WSUST7","CN=CO-IT-WW-WSUST7,OU=Temporarily disabled,OU=Disabled Computers,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"DC-SAP-ERPN","CN=DC-SAP-ERPN,OU=SAP,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2008 R2 Enterprise","Service Pack 1","6.1 (7601)"
"DC-CL-FS01","CN=DC-CL-FS01,OU=Potentially disabled,OU=Disabled Computers,DC=domain,DC=local","Windows Server 2012 R2 Standard",,"6.3 (9600)"
"DC-HD-COPY","CN=DC-HD-COPY,OU=Permanently disabled,OU=Disabled Computers,DC=domain,DC=local","Windows Server 2008 R2 Standard","Service Pack 1","6.1 (7601)"
"DC-CL-FS02","CN=DC-CL-FS02,OU=Potentially disabled,OU=Disabled Computers,DC=domain,DC=local","Windows Server 2012 R2 Standard",,"6.3 (9600)"
"CO-COM-WN-58","CN=CO-COM-WN-58,OU=computers,OU=Regional managers,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"REG-MERCH-WN-07","CN=REG-MERCH-WN-07,OU=computers,OU=Regional managers,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"DC-SAP-BDJ","CN=DC-SAP-BDJ,OU=SAP,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2008 R2 Enterprise","Service Pack 1","6.1 (7601)"
"srg1-klad-ww-01","CN=srg1-klad-ww-01,OU=Surgut-1,OU=Moskva - 1,OU=Moskva-Tsentr,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"NVS1-KASS-WW-01","CN=NVS1-KASS-WW-01,OU=Novorossiysk1,OU=Iug-1,OU=Iug,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows XP Professional","Service Pack 3","5.1 (2600)"
"CO-COM-WW-114","CN=CO-COM-WW-114,OU=Computers_COM,OU=Commercial,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"DC-SPOINT01","CN=DC-SPOINT01,OU=Potentially disabled,OU=Disabled Computers,DC=domain,DC=local","Windows Server 2012 R2 Standard",,"6.3 (9600)"
"WSUS-OLD","CN=WSUS-OLD,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2012 R2 Standard",,"6.3 (9600)"
"TOL4-MAN-WW-02","CN=TOL4-MAN-WW-02,OU=Toljatti4,OU=Povolzhe-1,OU=Volga,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"IZH1-POS","CN=IZH1-POS,OU=Izhevsk1,OU=Povolzhe-2,OU=Volga,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows Server 2008 R2 Standard","Service Pack 1","6.1 (7601)"
"ARM1-DIR-WW-01","CN=ARM1-DIR-WW-01,OU=Armavir1,OU=Iug-1,OU=Iug,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"SPB7-KLAD-WW-01","CN=SPB7-KLAD-WW-01,OU=Saint_Peterburg7,OU=Sankt-Peterburg-1,OU=Sankt-Peterburg - Tsentr - Sever,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"CO-BUH-WW-32","CN=CO-BUH-WW-32,OU=Computers_BUH,OU=Accounting,OU=Financial,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"DC-TEST-ORA02","CN=DC-TEST-ORA02,OU=Temporarily disabled,OU=Disabled Computers,DC=domain,DC=local","Windows Server 2008 R2 Standard","Service Pack 1","6.1 (7601)"
"DC-HD","CN=DC-HD,OU=Temporarily disabled,OU=Disabled Computers,DC=domain,DC=local","Windows Server 2008 R2 Standard","Service Pack 1","6.1 (7601)"
"co-qnap","CN=co-qnap,OU=Potentially disabled,OU=Disabled Computers,DC=domain,DC=local",,,
"DC-BKP01","CN=DC-BKP01,OU=SAP,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2008 R2 Standard","Service Pack 1","6.1 (7601)"
"CHE1-KLAD-WW-02","CN=CHE1-KLAD-WW-02,OU=Chelyabinsk1,OU=Ural-2,OU=Sibir - Ural,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"sml2-pos","CN=sml2-pos,OU=Smolensk2,OU=Moskva - 2,OU=Moskva-Tsentr,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows Server 2008 R2 Standard","Service Pack 1","6.1 (7601)"
"CO-COM-WN-55","CN=CO-COM-WN-55,OU=Computers_COM,OU=Commercial,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"DC-TEST-RDS12","CN=DC-TEST-RDS12,OU=M1 Servers,OU=Member servers,DC=domain,DC=local","Windows Server 2012 R2 Standard",,"6.3 (9600)"
"CO-COM-WN-22","CN=CO-COM-WN-22,OU=Temporarily disabled,OU=Disabled Computers,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"CO-HR-WW-07","CN=CO-HR-WW-07,OU=Computers_HR,OU=Human Resources,OU=Office,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
"UFA2-DIR-WW-01","CN=UFA2-DIR-WW-01,OU=Ufa2,OU=Ural -1,OU=Volga,OU=Stores,OU=Fashion3000,DC=domain,DC=local","Windows 7 Профессиональная","Service Pack 1","6.1 (7601)"
